substance_id,canonical_name,canonical_english_name,canonical_cas,alias_raw,alias_type,confidence,rationale
214,エチル－パラ－ニトロフェニルチオノベンゼンホスホネイト（別名ＥＰＮ）,Ethyl p-nitrophenyl thionobenzenephosphonate (alias: EPN),2104-64-5,EPN,abbreviation,high,Explicit alias text in the canonical English name.
224,エチル＝（Ｚ）－３－［Ｎ－ベンジル－Ｎ－［［メチル（１－メチルチオエチリデンアミノオキシカルボニル）アミノ］チオ］アミノ］プロピオナート（別名アラニカルブ）,Ethyl (Z)-3-[N-benzyl-N-[[methyl(1-methylthio-ethylideneamino-oxycarbonyl)amino]thio]amino]propionate (alias: Alanycarb),83130-01-2,Alanycarb,alias,high,Explicit alias text in the canonical English name.
207,エチル＝２－ジエトキシチオホスホリルオキシ－５－メチルピラゾロ［１，５－ａ］ピリミジン－６－カルボキシラート（別名ピラゾホス）,"Ethyl 2-[(diethoxythiophosphoryl)oxy]-5-methylpyrazolo[1,5-a]pyrimidine-6-carboxylate (alias: Pyrazophos)",13457-18-6,Pyrazophos,alias,high,Explicit alias text in the canonical English name.
1646,エチル＝２－［４－（６－クロロ－２－キノキサリニルオキシ）フェノキシ］プロピオナート（別名キザロホップエチル）,Ethyl 2-[4-(6-chloro-2-quinoxalinyloxy)phenoxy]propionate (alias: Quizalofop-ethyl),76578-14-8,Quizalofop-ethyl,alias,high,Explicit alias text in source row.
1646,エチル＝２－［４－（６－クロロ－２－キノキサリニルオキシ）フェノキシ］プロピオナート（別名キザロホップエチル）,Ethyl 2-[4-(6-chloro-2-quinoxalinyloxy)phenoxy]propionate (alias: Quizalofop-ethyl),76578-14-8,キザロホップエチル,alias,high,Explicit alias text in source row.
1655,エチル＝３－フェニルカルバモイルオキシカルバニラート（別名デスメディファム）,Ethyl 3-phenylcarbamoyloxycarbanilate (alias: Desmedipham),13684-56-5,Desmedipham,alias,high,Explicit alias text in source row.
1655,エチル＝３－フェニルカルバモイルオキシカルバニラート（別名デスメディファム）,Ethyl 3-phenylcarbamoyloxycarbanilate (alias: Desmedipham),13684-56-5,デスメディファム,alias,high,Explicit alias text in source row.
236,エチレングリコールジエチルエーテル（別名１，２－ジエトキシエタン）,"Ethylene glycol diethyl ether (alias: 1,2-Diethoxyethane)",629-14-1,"1,2-Diethoxyethane",common_name,high,Explicit alias text in the canonical English name.
239,エチレングリコールモノエチルエーテルアセテート（別名セロソルブアセテート）,Ethylene glycol monoethyl ether acetate (alias: Cellosolve acetate),111-15-9,Cellosolve acetate,common_name,high,Explicit alias text in the canonical English name.
238,エチレングリコールモノエチルエーテル（別名セロソルブ）,Ethylene glycol monoethyl ether (alias: Cellosolve),110-80-5,Cellosolve,common_name,high,Explicit alias text in the canonical English name.
243,エチレングリコールモノベンジルエーテル（別名２－（ベンジルオキシ）エタノール）,Ethylene glycol monobenzyl ether (alias: 2-(Benzyloxy)ethanol),622-08-2,2-(Benzyloxy)ethanol,alias,high,Explicit alias text in the canonical English name.
244,エチレングリコールモノメチルエーテル（別名メチルセロソルブ）,Ethylene glycol monomethyl ether (alias: Methyl cellosolve),109-86-4,Methyl cellosolve,common_name,high,Explicit alias text in the canonical English name.
240,エチレングリコールモノ－ノルマル－ブチルエーテル（別名ブチルセロソルブ）,Ethylene glycol mono-n-butyl ether (alias: Butyl cellosolve),111-76-2,Butyl cellosolve,common_name,high,Explicit alias text in the canonical English name.
250,エチレンスルフィド（別名チイラン）,Ethylene sulfide (alias: Thiirane),420-12-2,Thiirane,alias,high,Explicit alias text in the canonical English name.
298,オキシビス（チオホスホン酸）Ｏ，Ｏ，Ｏ’，Ｏ’－テトラエチル（別名スルホテップ）,"O,O,O',O'-Tetraethyl oxybis(thiophosphonate) (alias: Sulfotep)",3689-24-5,スルホテップ,common_name,high,Explicit 別名 synonym in the row; clean common name.
504,オキシ塩化クロム（ＶＩ）(別名：塩化クロミル),,14977-61-8,塩化クロミル,explicit_alias,high,Explicit 別名 text in the row.
310,オクタヒドロ－１，３，５，７－テトラニトロ－１，３，５，７－テトラゾシン （別名シクロテトラメチレンテトラニトロアミン）,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine (alias: Cyclotetramethylenetetranitramine)",2691-41-0,シクロテトラメチレンテトラニトロアミン,common_name,high,Explicit 別名 synonym in the row; clean common name.
312,オクタメチルピロホスホルアミド（別名シュラーダン）,Octamethylpyrophosphoramide (alias: Schradan),152-16-9,シュラーダン,common_name,high,Explicit 別名 synonym in the row; clean common name.
314,オクチルアミン（別名モノオクチルアミン）,Octylamine (alias: Monooctylamine),111-86-4,モノオクチルアミン,common_name,high,Explicit 別名 synonym in the row; clean common name.
386,クロロぎ酸エチル（別名クロロ炭酸エチル）,Ethyl chloroformate (alias: Ethyl chlorocarbonate),541-41-3,クロロ炭酸エチル,common_name,high,Explicit 別名 synonym in the row; clean common name.
373,クロロエタン（別名塩化エチル）,Chloroethane (alias: Ethyl chloride),75-00-3,塩化エチル,common_name,high,Explicit 別名 synonym in the row; clean common name.
398,クロロジフルオロメタン（別名ＨＣＦＣ－２２）,Chlorodifluoromethane (alias: HCFC-22),75-45-6,ＨＣＦＣ－２２,abbreviation,medium,Abbreviation explicitly present in the row.
405,クロロトリフルオロエタン（別名ＨＣＦＣ－１３３）,Chlorotrifluoroethane (alias: HCFC-133),75-88-7,ＨＣＦＣ－１３３,abbreviation,medium,Abbreviation explicitly present in the row.
1741,クロロトリフルオロメタン（別名ＣＦＣ－１３）（高圧のガスの状態のものに限る。）,Chlorotrifluoromethane (alias: CFC-13) (as a gas under pressure),75-72-9,CFC-13,abbreviation,medium,Explicit abbreviation/short form in source row.
1741,クロロトリフルオロメタン（別名ＣＦＣ－１３）（高圧のガスの状態のものに限る。）,Chlorotrifluoromethane (alias: CFC-13) (as a gas under pressure),75-72-9,ＣＦＣ－１３,abbreviation,medium,Explicit abbreviation/short form in source row.
435,クロロペンタフルオロエタン（別名ＣＦＣ－１１５）,Chloropentafluoroethane (alias: CFC-115),76-15-3,ＣＦＣ－１１５,abbreviation,medium,Abbreviation explicitly present in the row.
438,クロロメタン（別名塩化メチル）,Chloromethane (alias: Methyl chloride),74-87-3,塩化メチル,common_name,high,Explicit 別名 synonym in the row; clean common name.
460,コレカルシフェロール（別名ビタミンＤ３）,Colecalciferol (alias: Vitamin D3),67-97-0,ビタミンＤ３,common_name,high,Explicit 別名 synonym in the row; clean common name.
502,ジエチル-S-ベンジルチオホスフェイト（別名：キタジン）,,13286-32-3,キタジン,explicit_alias,high,Explicit 別名 text in the row.
548,ジエチルスチルベストロール（別名スチルベストロール）,Diethylstilbestrol (alias: Stilbestrol),56-53-1,スチルベストロール,common_name,high,Explicit 別名 synonym in the row; clean common name.
551,ジエチル－パラ－ニトロフェニルチオホスフェイト（別名パラチオン）,"Diethyl-p-nitrophenylthiophosphate; O,O-Diethyl O-4-nitrophenyl phosphorothioate (alias: Parathion)",56-38-2,パラチオン,common_name,high,Explicit 別名 synonym in the row; clean common name.
485,ジオクチルビス［（１－オキソドデシル）オキシ］スズ（別名ジオクチルスズジラウレート）,,3648-18-8,ジオクチルスズジラウレート,explicit_alias,high,Explicit 別名 text in the row.
608,ジクロロジフルオロメタン（別名ＣＦＣ－１２）,Dichlorodifluoromethane (alias: CFC-12),75-71-8,CFC-12,explicit_abbreviation,medium,Explicit abbreviation alias in the JP/EN alias text.
613,ジクロロテトラフルオロエタン（別名ＣＦＣ－１１４）,Dichlorotetrafluoroethane (alias: CFC-114),76-14-2,CFC-114,explicit_abbreviation,medium,Explicit abbreviation alias in the JP/EN alias text.
635,ジクロロフルオロメタン（別名ＨＣＦＣ－２１）,Dichlorofluoromethane (alias: HCFC-21),75-43-4,HCFC-21,explicit_abbreviation,medium,Explicit abbreviation alias in the JP/EN alias text.
649,ジクロロメタン（別名二塩化メチレン）,Dichloromethane (alias: Methylenedichloride),75-09-2,Methylenedichloride,explicit_alias,high,Explicit English alias in the canonical English name.
649,ジクロロメタン（別名二塩化メチレン）,Dichloromethane (alias: Methylenedichloride),75-09-2,二塩化メチレン,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
655,ジシアノメタン（別名マロノニトリル）,Dicyanomethane (alias: Malononitrile),109-77-3,Malononitrile,explicit_alias,high,Explicit English alias in the canonical English name.
655,ジシアノメタン（別名マロノニトリル）,Dicyanomethane (alias: Malononitrile),109-77-3,マロノニトリル,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
669,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－エチルチオメチル（別名ホレート）,"O,O-Diethyl S-ethylthiomethyl phosphorodithioate (alias: Phorate)",298-02-2,Phorate,explicit_alias,high,Explicit English alias in the canonical English name.
669,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－エチルチオメチル（別名ホレート）,"O,O-Diethyl S-ethylthiomethyl phosphorodithioate (alias: Phorate)",298-02-2,ホレート,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
671,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－（ターシャリ－ブチルチオメチル）（別名テルブホス）,"O,O-Diethyl S-tert-butylthiomethyl phosphorodithioate (alias: Terbufos)",13071-79-9,Terbufos,explicit_alias,high,Explicit English alias in the canonical English name.
671,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－（ターシャリ－ブチルチオメチル）（別名テルブホス）,"O,O-Diethyl S-tert-butylthiomethyl phosphorodithioate (alias: Terbufos)",13071-79-9,テルブホス,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
668,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－（２－エチルチオエチル）（別名ジスルホトン）,"O,O-Diethyl S-(2-ethylthioethyl) phosphorodithioate (alias: Disulfoton)",298-04-4,Disulfoton,explicit_alias,high,Explicit English alias in the canonical English name.
668,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－（２－エチルチオエチル）（別名ジスルホトン）,"O,O-Diethyl S-(2-ethylthioethyl) phosphorodithioate (alias: Disulfoton)",298-04-4,ジスルホトン,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
670,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－［（６－クロロ－２，３－ジヒドロ－２－オキソベンゾオキサゾリニル）メチル］（別名ホサロン）,"O,O-Diethyl S-[(6-chloro-2,3-dihydro-2-oxobenzoxazolinyl)methyl]phosphorodithioate (alias: Phosalone)",2310-17-0,Phosalone,explicit_alias,high,Explicit English alias in the canonical English name.
670,ジチオりん酸Ｏ，Ｏ－ジエチル－Ｓ－［（６－クロロ－２，３－ジヒドロ－２－オキソベンゾオキサゾリニル）メチル］（別名ホサロン）,"O,O-Diethyl S-[(6-chloro-2,3-dihydro-2-oxobenzoxazolinyl)methyl]phosphorodithioate (alias: Phosalone)",2310-17-0,ホサロン,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
675,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－１，２－ビス（エトキシカルボニル）エチル（別名マラチオン）,"O,O-Dimethyl S-1,2-bis(ethoxycarbonyl)ethyl phosphorodithioate; Diethyl[(dimethoxyphosphinothioyl)thio]butanedioate (alias: Malathion)",121-75-5,Malathion,explicit_alias,high,Explicit English alias in the canonical English name.
675,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－１，２－ビス（エトキシカルボニル）エチル（別名マラチオン）,"O,O-Dimethyl S-1,2-bis(ethoxycarbonyl)ethyl phosphorodithioate; Diethyl[(dimethoxyphosphinothioyl)thio]butanedioate (alias: Malathion)",121-75-5,マラチオン,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
674,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－［（４－オキソ－１，２，３－ベンゾトリアジン－３（４Ｈ）－イル）メチル］（別名アジンホスメチル）,"O,O-Dimethyl S-[(4-oxo-1,2,3-benzotriazine-3(4H)-yl)methyl] phosphorodithioate; S-(3,4-Dihydroxy-4-oxobenzo[d][1,2,3]triazin-3-ylmethyl) O,O-dimethyl phosphorodithioate (alias: Azinphosmethyl)",86-50-0,Azinphosmethyl,explicit_alias,high,Explicit English alias in the canonical English name.
674,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－［（４－オキソ－１，２，３－ベンゾトリアジン－３（４Ｈ）－イル）メチル］（別名アジンホスメチル）,"O,O-Dimethyl S-[(4-oxo-1,2,3-benzotriazine-3(4H)-yl)methyl] phosphorodithioate; S-(3,4-Dihydroxy-4-oxobenzo[d][1,2,3]triazin-3-ylmethyl) O,O-dimethyl phosphorodithioate (alias: Azinphosmethyl)",86-50-0,アジンホスメチル,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
676,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－［（Ｎ－メチルカルバモイル）メチル］（別名ジメトエート）,"O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate (alias: Dimethoate)",60-51-5,Dimethoate,explicit_alias,high,Explicit English alias in the canonical English name.
676,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－［（Ｎ－メチルカルバモイル）メチル］（別名ジメトエート）,"O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate (alias: Dimethoate)",60-51-5,ジメトエート,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
666,ジチオりん酸Ｏ－エチル－Ｏ－（４－メチルチオフェニル）－Ｓ－ノルマル－プロピル（別名スルプロホス）,O-Ethyl O-4-methylthiopenyl S-propyl phosphorodithioate (alias: Sulprofos),35400-43-2,Sulprofos,explicit_alias,high,Explicit English alias in the canonical English name.
666,ジチオりん酸Ｏ－エチル－Ｏ－（４－メチルチオフェニル）－Ｓ－ノルマル－プロピル（別名スルプロホス）,O-Ethyl O-4-methylthiopenyl S-propyl phosphorodithioate (alias: Sulprofos),35400-43-2,スルプロホス,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
665,ジチオりん酸Ｏ－エチル－Ｓ，Ｓ－ジフェニル（別名エディフェンホス又はＥＤＤＰ）,"O-Ethyl S,S-diphenyl phosphorodithioate (alias: Edifenphos or EDDP)",17109-49-8,EDDP,explicit_abbreviation,medium,Explicit abbreviation alias in the JP/EN alias text.
665,ジチオりん酸Ｏ－エチル－Ｓ，Ｓ－ジフェニル（別名エディフェンホス又はＥＤＤＰ）,"O-Ethyl S,S-diphenyl phosphorodithioate (alias: Edifenphos or EDDP)",17109-49-8,Edifenphos,explicit_alias,high,Explicit English alias in the canonical English name.
665,ジチオりん酸Ｏ－エチル－Ｓ，Ｓ－ジフェニル（別名エディフェンホス又はＥＤＤＰ）,"O-Ethyl S,S-diphenyl phosphorodithioate (alias: Edifenphos or EDDP)",17109-49-8,エディフェンホス,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
672,ジチオりん酸Ｏ－２，４－ジクロロフェニル－Ｏ－エチル－Ｓ－プロピル（別名プロチオホス）,"O-(2,4-Dichlorophenyl) O-ethyl S-propyl phosphorodithioate (alias: Prothiofos)",34643-46-4,Prothiofos,explicit_alias,high,Explicit English alias in the canonical English name.
672,ジチオりん酸Ｏ－２，４－ジクロロフェニル－Ｏ－エチル－Ｓ－プロピル（別名プロチオホス）,"O-(2,4-Dichlorophenyl) O-ethyl S-propyl phosphorodithioate (alias: Prothiofos)",34643-46-4,プロチオホス,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
673,ジチオりん酸Ｓ－（２，３－ジヒドロ－５－メトキシ－２－オキソ－１，３，４－チアジアゾール－３－イル）メチル－Ｏ，Ｏ－ジメチル（別名メチダチオン又はＤＭＴＰ）,"O,O-Dimethyl S-(2,3-dihydro-5-methoxy-2-oxo-1,3,4-thiadiazol-3-yl)methyl phosphorodithioate (alias: Methidathion or DMTP)",950-37-8,DMTP,explicit_abbreviation,medium,Explicit abbreviation alias in the JP/EN alias text.
673,ジチオりん酸Ｓ－（２，３－ジヒドロ－５－メトキシ－２－オキソ－１，３，４－チアジアゾール－３－イル）メチル－Ｏ，Ｏ－ジメチル（別名メチダチオン又はＤＭＴＰ）,"O,O-Dimethyl S-(2,3-dihydro-5-methoxy-2-oxo-1,3,4-thiadiazol-3-yl)methyl phosphorodithioate (alias: Methidathion or DMTP)",950-37-8,Methidathion,explicit_alias,high,Explicit English alias in the canonical English name.
673,ジチオりん酸Ｓ－（２，３－ジヒドロ－５－メトキシ－２－オキソ－１，３，４－チアジアゾール－３－イル）メチル－Ｏ，Ｏ－ジメチル（別名メチダチオン又はＤＭＴＰ）,"O,O-Dimethyl S-(2,3-dihydro-5-methoxy-2-oxo-1,3,4-thiadiazol-3-yl)methyl phosphorodithioate (alias: Methidathion or DMTP)",950-37-8,メチダチオン,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
1867,ジナトリウム＝２，２’－ビニレンビス［５－（４－モルホリノ－６－アニリノ－１，３，５－トリアジン－２－イルアミノ）ベンゼンスルホナート］（別名ＣＩフルオレスセント２６０）,"Disodium 2,2'-vinylenebis[5- (4-morpholino-6-anilino-1,3,5-triazin-2-ylamino)benzenesulfonate] (alias: CI fluorescent260)",16090-02-1,CI fluorescent260,common_name,high,Explicit alias text appears in the row.
685,ジナトリウム＝３－ヒドロキシ－４－［（２，４，５－トリメチルフェニル）アゾ］－２，７－ナフタレンジスルホナート（別名ポンソー３Ｒ）,"Disodium 3-hydroxy-4-[(2,4,5-trimethylphenyl)azo]-2,7-naphthalenedisulfonate (alias: Ponceau 3R)",3564-09-8,Ponceau 3R,explicit_alias,high,Explicit English alias in the canonical English name.
685,ジナトリウム＝３－ヒドロキシ－４－［（２，４，５－トリメチルフェニル）アゾ］－２，７－ナフタレンジスルホナート（別名ポンソー３Ｒ）,"Disodium 3-hydroxy-4-[(2,4,5-trimethylphenyl)azo]-2,7-naphthalenedisulfonate (alias: Ponceau 3R)",3564-09-8,ポンソー３Ｒ,explicit_alias,high,Explicit Japanese 別名 in the canonical name.
